Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Middle income,MIC,,1.9607143037807,3.33421319038951,4.37701548045229,7.80462462662786,5.46975739031896,4.21174414501451,3.99228182844536,6.07727916454107,7.16003425877203,7.24740326298954,5.68905249835747,5.91648332080155,6.67377093170047,5.73772912981325,4.7569459765477,5.59278101742582,4.92681772677848,4.0890814018599,4.88556872010999,5.17933188044356,2.26952750988146,1.65751683659123,1.57182266022073,4.86098110701793,3.83393871900854,4.11945732992804,4.46382311478044,3.75156783157477,2.52279826755388,1.9493942213069,2.80404949294095,2.55948459682138,3.60706283091447,3.86351086082959,3.84455608769719,5.31456245244503,5.29699796357414,2.46084058471155,3.2522308607501,5.4143392946412,3.04631886548503,3.75134483200772,5.56850560849264,7.53670184623797,7.25687996022211,8.14073290490536,8.69428142155444,5.74425756621837,2.67257179165972,7.71519887330369,6.38540403839782,
North America,NAC,,2.35551494028041,6.1644257395932,4.44930377130719,5.86009679723067,6.4149292546893,6.50817055269516,2.53107815569444,4.83157208318468,3.24303863969773,0.363111145070945,3.50348692892506,5.51501398777199,5.98238583522748,-0.224280660642705,-0.0477459148798545,5.40388968920867,4.55146124598961,5.50239155799133,3.19475289532313,-0.106457775555796,2.61247973004204,-2.04735979085318,4.3815805250297,7.09140508831247,4.1579104109012,3.35534803909007,3.24539456556801,4.16352352254744,3.49468213857679,1.73481112739597,-0.393155089490151,3.2259818674917,2.83595676651183,4.16048150094296,2.56738357317991,3.63643216886128,4.48687030416441,4.38078625784956,4.91296121789991,4.24647878633948,1.14224966922755,1.90211643845024,2.50635289544445,3.4546821603001,3.07137073404317,2.67135243803189,1.92769351077671,-0.286409250579069,-3.47517592091052,3.03358238945231,1.75337892503022,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,,4.69087655717036,5.94795061230604,5.39534083450015,6.75552913384135,5.66316178936086,6.3887702326066,4.65631043200325,6.41561607183175,5.8013133344073,2.0624822191694,3.75460441026085,5.68023448444382,6.41904537356123,0.834572490967545,0.543341304027024,4.81307685594317,3.86601084881765,4.56778549565058,3.94677549513443,1.25105012463713,2.24407258290159,0.303495463006414,2.90645585675684,4.8183962676338,4.03482303284275,3.03080660034686,3.37430480448609,4.7513832486791,3.93212384296433,3.19822627511411,1.27538781296379,2.00486289232684,1.37611191174022,3.05540845514665,2.50097206317439,2.99771935935883,3.41133614609153,2.39026913203155,3.24392213997568,3.92571802548704,1.28671707803475,1.54008078645056,1.99787428485172,3.07277714174627,2.52434122336021,2.8800940932037,2.5921315052623,-0.0223941661588611,-3.90601352094666,3.20409209923582,1.48810490002396,
Other small states,OSS,,,,,,,,,,,,,,,,,,-4.87566051622441,-9.33780557164245,3.26405152272122,0.927470959402015,4.83039776948083,1.34117702863421,3.7599820217511,5.42223197141236,2.15945372014801,4.13002004931123,-0.114774821725533,9.08830284167796,7.33240541926354,6.36028669434079,5.04002408222294,2.93339632637301,2.39575622821224,3.92184908455056,4.16951049379807,4.64415962456005,7.28020946547834,5.64904746961186,1.76389620789557,4.39609483847188,5.07703236697503,4.64650995846637,4.93736545379562,8.34253132441205,2.98796918214082,4.47101089033093,7.70248863951355,4.90904020791325,0.257552783380646,4.96874878538316,4.8698896644444,
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,,,-3.08548792554976,-0.571804432286527,6.81537372812602,-2.48637684229122,6.76182824946324,-3.58883179788087,1.10543981748481,4.86696243074671,4.37061564733116,0.280592357994507,5.24944444375998,2.59161790801994,5.14798285919504,4.32977447803194,2.9719644422122,-1.34576950599509,1.9768557637166,4.35304526843274,-1.25563692645486,0.694054638150263,1.64692349954099,2.18906335549774,3.99630445930887,2.21008489046939,2.58036711159816,1.39605678594303,2.02394256289284,-0.960908791640236,1.57900396974968,3.49785858348741,
Small states,SST,,,,,,,,4.35975224415277,5.84381472284639,5.69099345577521,6.16468731142368,3.52943585457486,8.72181850452137,1.96700888716603,2.00581794857469,2.34852072586989,6.11898917058984,1.17256237327179,1.48949471416033,4.72880144170205,2.41736903337953,2.18606321804768,1.62109925161053,-0.31171638261857,2.57142866245015,0.0833047480690112,2.57789163403883,0.788161112217622,4.49084518920471,5.63864922100406,3.4996893477697,2.82340230332477,1.31865526039425,2.79509564320226,3.34063555505037,3.47157988300602,3.41054929182192,3.9709396767434,4.05161017041561,2.86197894130764,3.65749321515261,3.15539028696932,4.21606259271942,5.49583858615337,6.69858946122997,3.54010737412605,5.79352334968431,5.64281192682587,3.31957236482998,-1.31305867521151,2.94479837241009,2.45407157632809,
South Asia,SAS,,4.17556231403641,3.37646718824971,5.27598911331324,7.78772412243552,-0.862371957852758,1.03783035517321,6.20703843492112,4.51086131129865,5.79322170634229,5.77638756704334,0.647892576529017,-1.83488692541648,3.76987282207641,2.38232075955696,7.062832387431,2.4926054209151,6.33964399862603,6.08211537355075,-2.89520215755526,6.44698081231483,6.05680530754616,3.78868778926598,6.75022534521254,4.19547229784247,5.38260046855446,4.81757566778509,4.20965773625588,8.47595896752316,5.42623260829109,5.43663209957397,1.92478434789716,5.71481099483199,4.35683218147585,6.02915684510981,6.91291215369854,6.83955548236685,3.83119751520699,5.58135671001796,7.4430134905119,4.23150668657286,4.44353240223097,3.84166949300689,7.29890905412051,7.5928441700422,8.70748336342426,8.65380437651476,8.99897815347495,3.8799292859136,7.42566689900434,8.6371615514831,6.48446669870508,
Sub-Saharan Africa (all income levels),SSF,,2.01289385676802,5.85216954964902,6.06776362989699,5.79337098418054,6.44561309608247,2.7972847631448,2.18223984736001,3.72839064036357,6.98970210614125,7.77801331599375,6.32890223684998,2.6389163508592,4.14137123337024,7.22226978869733,1.10899068517871,4.58525833453496,1.79932690532989,1.16285446391053,3.8899507283021,4.04788585706426,2.25604503944066,0.570684654854105,-1.00408309447731,2.39284366388131,1.28850373193097,2.01017263398491,2.23971299536485,4.35241931154113,3.25884591852925,1.22032087167057,0.77915574496717,-0.932128072087622,1.01379915672088,1.83739439248036,3.70079757682382,4.94320651427668,3.58459722146753,2.35368523131483,2.52678805397424,3.62554107804492,3.78628124451414,3.30269156926019,4.14316712716179,6.15787070673078,5.50877473312454,6.01502120874244,6.29173890671595,4.8509191980915,2.23398611258881,5.06986132138682,4.72145394371593,
Sub-Saharan Africa (developing only),SSA,,2.01289385676802,5.85216954964902,6.06776362989699,5.79337098418054,6.44561309608247,2.7972847631448,2.18223984736001,3.72839064036357,6.98970210614125,7.77801331599375,6.32890223684998,2.6389163508592,4.14137123337024,7.22226978869733,1.10899068517871,4.58525833453496,1.79932690532989,1.16285446391053,3.8899507283021,4.04788585706426,2.25604503944066,0.570684654854105,-1.00408309447731,2.39284366388131,1.28850373193097,2.01390743642354,2.23791652252629,4.35383689665561,3.26243512515121,1.21875975164569,0.78065088989527,-0.94102935396603,1.00928756895757,1.83444798664721,3.69099899018883,4.91846764314148,3.49952800129789,2.31298040870449,2.4302675027768,3.59531133556617,3.56474553336005,3.20792045916312,4.07656136684768,5.92121514811529,5.46771793029444,6.06293710211408,6.14609088859433,4.78668083104105,2.20654350110787,5.13628149394361,4.68675684863018,
Upper middle income,UMC,,1.34219817933862,2.9922494144804,4.06400966664407,8.35574739126992,6.66500747559597,5.100705232156,3.90901574075269,6.55873375909283,7.20952370444382,7.41522478102148,6.15181918188408,6.83620069549811,7.16552092700307,6.04176620469352,4.3575618306128,5.572221907592,4.40474755431508,3.80687712452558,5.94301658112468,5.0334600524873,1.84414097541439,1.20772934043518,0.772412522533173,5.51032456616223,3.85192077615841,4.17479449938405,4.7473256680004,2.85482164594771,1.68313710415318,1.4323395355088,3.12816611284643,2.47567965679283,3.84710578939405,3.89674699202898,3.47386243620491,5.12559117009188,5.71780993606221,2.57219905652974,2.71965748757334,5.81282197092143,2.78644776884364,3.83082152409233,5.62000343398252,7.65808751930317,7.38225384229385,8.3563553802976,8.96854055690919,6.05242654620974,1.99364901315506,7.84337754623661,6.58327493394808,
World,WLD,,4.35829173109965,5.64864624097889,5.20059733330405,6.82690702607867,5.66305587118239,6.06333628132938,4.55978813513805,6.33907643664134,6.05810273663099,2.75013788117778,4.06496695695904,5.75663229570202,6.58049502900599,1.52252170421654,1.02039197229674,5.0437432885936,4.14424892750117,4.43650266684463,4.15178140704344,1.84070783844923,2.17648981640831,0.423483174117109,2.78809434524112,4.81814091584978,3.912448877933,3.33234503210036,3.56519443124856,4.71922406637712,3.77866148513806,3.02590653533031,1.59366373536281,2.11680117456481,1.78957855297011,3.29448780679569,2.88693021022162,3.3662243621704,3.69514934042343,2.32174452235235,3.29297249608145,4.19488486730918,1.67031114028531,1.97057840994907,2.74405851032125,3.99249053059066,3.49977718225436,3.99201869650541,3.94924624624682,1.33312121053481,-2.22342256273484,4.34100151829647,2.73376367692552,
Afghanistan,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44416323309444,1.05555580243364,11.1752702208793,5.55413764076813,13.7402049677366,3.61136841109129,21.0202802373519,8.43455968668852,5.73716158889918,
Albania,ALB,,,,,,,,,,,,,,,,,,,,,,5.74563529454402,2.9485967771042,1.10493829279632,-1.25159665003427,1.78064395394215,5.63724318407066,-0.787842636925149,-1.42003967808201,9.83654899442776,-9.57564019879256,-29.5889976734059,-7.20000000000014,9.60000000000016,8.3,13.3,9.09999999999999,-10.2,12.7,10.1,7.3,7,2.89999999999999,5.69999999999999,5.89999999999999,5.5,5,5.89999999999999,7.69999999999999,3.30000000000001,3.4999999999995,3.0000000000009,
Algeria,DZA,,-13.6054413891643,-19.6850417739045,34.3137288532046,5.83941293463795,6.20689830582755,-4.80497093103762,9.45296243798998,10.7962385652319,8.43328031598072,8.86265708513292,-11.3317190803228,27.4239694010501,3.81317625100203,7.49491778951159,5.04534157894625,8.38675650946219,5.25858592846717,9.21483573481601,7.47782653153281,0.790606980559971,2.99999606784004,6.4000041504503,5.40000301759922,5.59999650853989,3.69999727229671,0.400000988384946,-0.69999750712573,-1.0000055165881,4.40000216431811,0.800000618836293,-1.20000061392489,1.80000231464599,-2.10000075536301,-0.899996563024587,3.79999480951305,4.09999847712979,1.09999992721932,5.10000360663906,3.20000153429984,2.20000070353935,2.59999516824885,4.70000465234189,6.900001662533,5.19999710445825,5.09999928615134,2,3,2.39999999999998,2.39999999999998,3.3,2.49999999999999,
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,,,,,,,,,,,,4.64947352508656,8.14974570911984,7.78846541380378,5.61878578420341,0.5422032445924,3.30379145668486,2.83857430719901,1.4630034133618,0.0415465175968848,2.20872814447901,-0.132468704045792,1.24646173311893,1.77011580713069,1.78468756918375,2.32143585364439,3.25332168106375,5.54712259347585,5.09432423152762,4.82703027768754,3.78139347786195,2.54600064091008,0.929215382789891,-1.03149171388441,2.38319527749557,2.75749397727299,4.64974195875183,9.06767396401666,3.19478796475956,4.09908114794997,1.16578706437775,11.7702727457044,5.87430230796974,6.75438545079321,6.48481011604645,5.91786270004999,6.78993514743939,1.42807150014271,3.57073718591123,,,,
